review_row_id,sentence_id,sentence_text,company_name,cons_text,employee_flag,job_title,location,overall_review_rating,page_number,pros_text,rating_compensation_benefits,rating_culture_values,rating_job_security_advancement,rating_management,rating_work_life_balance,review_body_text,review_date,review_title,source_url,start_offset
4,1,Flexible working hours and supportive colleagues.,Cimb-Group,,current,Credit Officer,Kuala Lumpur,4,1,,0,0,0,0,0,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.,7 March 2026,Productive and fun workplace,https://malaysia.indeed.com/cmp/Cimb-Group/reviews,0
4,2,Overall I think my pay are decent while workload and working culture depends on your department.,Cimb-Group,,current,Credit Officer,Kuala Lumpur,4,1,,0,0,0,0,0,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.,7 March 2026,Productive and fun workplace,https://malaysia.indeed.com/cmp/Cimb-Group/reviews,0
4,3,Benefits wise are quite good in banking industry.,Cimb-Group,,current,Credit Officer,Kuala Lumpur,4,1,,0,0,0,0,0,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.,7 March 2026,Productive and fun workplace,https://malaysia.indeed.com/cmp/Cimb-Group/reviews,0
5,1,"A typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good",RHB Bank Berhad,,former,,,5,1,,5,5,5,5,5,"A typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good",1 March 2026,Really good,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
6,1,Everything is good.,maybank,,current,software developer,Kuala Lumpur,5,1,,0,0,0,0,0,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.,28 February 2026,Good workplace,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
6,2,The workplace is nice and people are also willing to help.,maybank,,current,software developer,Kuala Lumpur,5,1,,0,0,0,0,0,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.,28 February 2026,Good workplace,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
6,3,The workplace and work-culture appreciate people who are working overtime.,maybank,,current,software developer,Kuala Lumpur,5,1,,0,0,0,0,0,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.,28 February 2026,Good workplace,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
7,1,'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers,Public-Bank-Berhad,,current,Analyst Programmer,Bangi,5,1,,0,0,0,0,0,'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers,28 February 2026,Work Culture,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
8,1,Good for new graduates to start their career in banking as you tend to do a lot of things.,Public-Bank-Berhad,,former,,,3,1,,0,0,0,0,0,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,19 February 2026,Great bonus and increment. But old system,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
8,2,The increment is above average and bonuses are decent.,Public-Bank-Berhad,,former,,,3,1,,0,0,0,0,0,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,19 February 2026,Great bonus and increment. But old system,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
8,3,This comes with old system and SOPs as they prefer to reduce cost.,Public-Bank-Berhad,,former,,,3,1,,0,0,0,0,0,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,19 February 2026,Great bonus and increment. But old system,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
8,4,A lot of paperwork to be done.,Public-Bank-Berhad,,former,,,3,1,,0,0,0,0,0,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,19 February 2026,Great bonus and increment. But old system,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
8,5,WLB depends on your department,Public-Bank-Berhad,,former,,,3,1,,0,0,0,0,0,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,19 February 2026,Great bonus and increment. But old system,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
9,1,So much to learn here.,maybank,,former,Intern,Sitiawan,4,1,,0,0,0,0,0,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,13 February 2026,Super Productive workplace,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
9,2,Colleague is all nice but need to push for sales.,maybank,,former,Intern,Sitiawan,4,1,,0,0,0,0,0,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,13 February 2026,Super Productive workplace,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
9,3,All higher ups care is sales.,maybank,,former,Intern,Sitiawan,4,1,,0,0,0,0,0,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,13 February 2026,Super Productive workplace,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
9,4,Try banking if you love doing sales.,maybank,,former,Intern,Sitiawan,4,1,,0,0,0,0,0,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,13 February 2026,Super Productive workplace,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
9,5,Benefit is good.,maybank,,former,Intern,Sitiawan,4,1,,0,0,0,0,0,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,13 February 2026,Super Productive workplace,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
9,6,Have AL every month.,maybank,,former,Intern,Sitiawan,4,1,,0,0,0,0,0,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,13 February 2026,Super Productive workplace,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
10,1,"Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT.",bank islam,,former,IT analyst,Kuala Lumpur,4,1,,0,0,0,0,0,"Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT. Good place for learning.",11 February 2026,Good Hybrid working + flexible hours,https://malaysia.indeed.com/cmp/Bank-Islam/reviews,0
10,2,Good place for learning.,bank islam,,former,IT analyst,Kuala Lumpur,4,1,,0,0,0,0,0,"Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT. Good place for learning.",11 February 2026,Good Hybrid working + flexible hours,https://malaysia.indeed.com/cmp/Bank-Islam/reviews,0
11,1,"Having teatime among us, celebration birthday and also we will do decorations for all the festivals...team work is going well with team members, management is good❤️ Together progress 🙂",RHB Bank Berhad,So far No,former,Written Off collections Personal Loan,Kuala Lumpur,5,1,Fo far No,5,5,5,5,5,"Having teatime among us, celebration birthday and also we will do decorations for all the festivals...team work is going well with team members, management is good❤️ Together progress 🙂",9 February 2026,"Work culture is good, learning a lots, getting lots of knowledge of product.",https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
12,1,Management will keep pushing for sales even though the product is not great and detrimental to buyers.,RHB Bank Berhad,,former,Personal Banker,,3,1,,0,0,0,0,0,Management will keep pushing for sales even though the product is not great and detrimental to buyers. Micro-management will happen if u dont hit ur target,6 February 2026,Stressful if cannot hit sales target,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
12,2,Micro-management will happen if u dont hit ur target,RHB Bank Berhad,,former,Personal Banker,,3,1,,0,0,0,0,0,Management will keep pushing for sales even though the product is not great and detrimental to buyers. Micro-management will happen if u dont hit ur target,6 February 2026,Stressful if cannot hit sales target,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
13,1,What is the best part of working at the company?,bank islam,,former,IT Manager,Cyberjaya,3,1,,0,0,0,0,0,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",3 February 2026,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.",https://malaysia.indeed.com/cmp/Bank-Islam/reviews,0
13,2,Managing 17 staff and Data center facility What is the most stressful part about working at the company?,bank islam,,former,IT Manager,Cyberjaya,3,1,,0,0,0,0,0,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",3 February 2026,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.",https://malaysia.indeed.com/cmp/Bank-Islam/reviews,0
13,3,Managing Staff and arrangement of shift work What is the work environment and culture like at the company?,bank islam,,former,IT Manager,Cyberjaya,3,1,,0,0,0,0,0,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",3 February 2026,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.",https://malaysia.indeed.com/cmp/Bank-Islam/reviews,0
13,4,flexible and relax environment What is a typical day like for you at the company?,bank islam,,former,IT Manager,Cyberjaya,3,1,,0,0,0,0,0,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",3 February 2026,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.",https://malaysia.indeed.com/cmp/Bank-Islam/reviews,0
13,5,A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts.,bank islam,,former,IT Manager,Cyberjaya,3,1,,0,0,0,0,0,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",3 February 2026,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.",https://malaysia.indeed.com/cmp/Bank-Islam/reviews,0
13,6,"I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",bank islam,,former,IT Manager,Cyberjaya,3,1,,0,0,0,0,0,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",3 February 2026,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.",https://malaysia.indeed.com/cmp/Bank-Islam/reviews,0
14,1,The work environment in the department varies from all function.,RHB Bank Berhad,,current,Senior Manager,,4,1,,0,0,0,0,0,"The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor",3 February 2026,Not bad environment,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
14,2,"For me, I am under the Group Internal Audit function.",RHB Bank Berhad,,current,Senior Manager,,4,1,,0,0,0,0,0,"The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor",3 February 2026,Not bad environment,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
14,3,The environment is not bad.,RHB Bank Berhad,,current,Senior Manager,,4,1,,0,0,0,0,0,"The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor",3 February 2026,Not bad environment,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
14,4,"My CIA and Head of Department is great, however I will say otherwise for my current supervisor",RHB Bank Berhad,,current,Senior Manager,,4,1,,0,0,0,0,0,"The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor",3 February 2026,Not bad environment,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
15,1,Focus on offline events and activities to drive business.,United Overseas Bank,,current,Vice President,Malaysia,3,1,,0,0,0,0,0,"Focus on offline events and activities to drive business. Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff",30 January 2026,Sales oriented working culture,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews,0
15,2,"Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff",United Overseas Bank,,current,Vice President,Malaysia,3,1,,0,0,0,0,0,"Focus on offline events and activities to drive business. Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff",30 January 2026,Sales oriented working culture,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews,0
16,1,"Can say very stressful heavy workload, but friendly people and good pay, will help me when i ask for help, very traditional and corporate work culture",Public-Bank-Berhad,,current,Analyst Programmer,Bangi,4,1,,0,0,0,0,0,"Can say very stressful heavy workload, but friendly people and good pay, will help me when i ask for help, very traditional and corporate work culture",28 January 2026,Stressful but good colleagues,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
17,1,"Nice place to start your career, however lack of guidance and training provided.",United Overseas Bank,,current,Manager,Kuala Lumpur,2,1,,0,0,0,0,0,"Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average",28 January 2026,Good place to start your career,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews,0
17,2,No clear goal setup by my immediate manager.,United Overseas Bank,,current,Manager,Kuala Lumpur,2,1,,0,0,0,0,0,"Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average",28 January 2026,Good place to start your career,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews,0
17,3,Salary below market average,United Overseas Bank,,current,Manager,Kuala Lumpur,2,1,,0,0,0,0,0,"Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average",28 January 2026,Good place to start your career,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews,0
18,1,A good place to learn and improve in.,maybank,,former,Intern,Kuala Lumpur,4,1,,0,0,0,0,0,"A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement.",25 January 2026,Valuable Learning Experince,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
18,2,"The enviroment is chill, collegues are kind and are willing to assist if faced with issues.",maybank,,former,Intern,Kuala Lumpur,4,1,,0,0,0,0,0,"A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement.",25 January 2026,Valuable Learning Experince,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
18,3,Overall is a good oppertunity for an internship placement.,maybank,,former,Intern,Kuala Lumpur,4,1,,0,0,0,0,0,"A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement.",25 January 2026,Valuable Learning Experince,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
19,1,Could be working from home most of the time.,RHB Bank Berhad,,current,,,3,1,,0,0,0,0,0,"Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible.",12 January 2026,Flexible Workplace,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
19,2,"It depends on the manager, some require the staffs to work from office.",RHB Bank Berhad,,current,,,3,1,,0,0,0,0,0,"Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible.",12 January 2026,Flexible Workplace,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
19,3,some department are more flexible.,RHB Bank Berhad,,current,,,3,1,,0,0,0,0,0,"Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible.",12 January 2026,Flexible Workplace,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
20,1,Very poor management.,RHB Bank Berhad,,former,Sales Consultant,Tun Razak Exchange,1,1,,0,0,0,0,0,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,11 January 2026,Very poor management,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
20,2,Not welcoming the newcomers.,RHB Bank Berhad,,former,Sales Consultant,Tun Razak Exchange,1,1,,0,0,0,0,0,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,11 January 2026,Very poor management,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
20,3,Unproper training.,RHB Bank Berhad,,former,Sales Consultant,Tun Razak Exchange,1,1,,0,0,0,0,0,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,11 January 2026,Very poor management,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
20,4,Expect us to get the highest more KPI than in JD.,RHB Bank Berhad,,former,Sales Consultant,Tun Razak Exchange,1,1,,0,0,0,0,0,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,11 January 2026,Very poor management,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
20,5,Leads not approachable.,RHB Bank Berhad,,former,Sales Consultant,Tun Razak Exchange,1,1,,0,0,0,0,0,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,11 January 2026,Very poor management,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
20,6,Sometimes they just recycle the leads to call the same customer.,RHB Bank Berhad,,former,Sales Consultant,Tun Razak Exchange,1,1,,0,0,0,0,0,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,11 January 2026,Very poor management,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
20,7,They will pressuring you until you resigned on your own.,RHB Bank Berhad,,former,Sales Consultant,Tun Razak Exchange,1,1,,0,0,0,0,0,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,11 January 2026,Very poor management,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
21,1,Depending on which team you are in.,Cimb-Group,,former,Project manager,,4,1,,0,0,0,0,0,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.,9 January 2026,Supportive boss and good colleagues,https://malaysia.indeed.com/cmp/Cimb-Group/reviews,0
