review_row_id,review_body_text,sentence_id,sentence_text,company_name,cons_text,employee_flag,job_title,location,overall_review_rating,page_number,pros_text,rating_compensation_benefits,rating_culture_values,rating_job_security_advancement,rating_management,rating_work_life_balance,review_date,review_title,source_url,start_offset
4,The working culture is very structured and hierarchy. Multiple reporting layers. Hardly have employee empowerment. Minimal training and development programmes.,1,The working culture is very structured and hierarchy.,Public-Bank-Berhad,,current,Executive,Kuala Lumpur,3,1,,0,0,0,0,0,9 December 2025,Structured and Hierarchy,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
4,The working culture is very structured and hierarchy. Multiple reporting layers. Hardly have employee empowerment. Minimal training and development programmes.,2,Multiple reporting layers.,Public-Bank-Berhad,,current,Executive,Kuala Lumpur,3,1,,0,0,0,0,0,9 December 2025,Structured and Hierarchy,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
4,The working culture is very structured and hierarchy. Multiple reporting layers. Hardly have employee empowerment. Minimal training and development programmes.,3,Hardly have employee empowerment.,Public-Bank-Berhad,,current,Executive,Kuala Lumpur,3,1,,0,0,0,0,0,9 December 2025,Structured and Hierarchy,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
4,The working culture is very structured and hierarchy. Multiple reporting layers. Hardly have employee empowerment. Minimal training and development programmes.,4,Minimal training and development programmes.,Public-Bank-Berhad,,current,Executive,Kuala Lumpur,3,1,,0,0,0,0,0,9 December 2025,Structured and Hierarchy,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
5,"If you need to a higher career development and lots benefits, can option with other company. But if you want to go for a reasonable and just normal job free of mind can go to here",1,"If you need to a higher career development and lots benefits, can option with other company.",RHB Bank Berhad,,current,Executive,Kuala Lumpur,3,1,,0,0,0,0,0,8 December 2025,"Moderate work load, not So much benefit , but still free of mind",https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
5,"If you need to a higher career development and lots benefits, can option with other company. But if you want to go for a reasonable and just normal job free of mind can go to here",2,But if you want to go for a reasonable and just normal job free of mind can go to here,RHB Bank Berhad,,current,Executive,Kuala Lumpur,3,1,,0,0,0,0,0,8 December 2025,"Moderate work load, not So much benefit , but still free of mind",https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
6,"I enjoyed the most during work-collaboration with other departments; as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork",1,I enjoyed the most during work-collaboration with other departments,Bank-Rakyat,Frequent re-org/rorg restructuring due to change to the top management,former,"Assistant Manager, Recruitment & Sourcing",Kuala Lumpur,5,1,"Great place to work, persomal & career growth, & good perks",5,4,5,4,5,7 December 2025,Employer of choice for everyone,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews,0
6,"I enjoyed the most during work-collaboration with other departments; as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork",2,"as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork",Bank-Rakyat,Frequent re-org/rorg restructuring due to change to the top management,former,"Assistant Manager, Recruitment & Sourcing",Kuala Lumpur,5,1,"Great place to work, persomal & career growth, & good perks",5,4,5,4,5,7 December 2025,Employer of choice for everyone,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews,0
7,Fast paced environment and can learn a lot of new things. Pleasent people to work with. Great benefits and perks. Moderate level of work and life balance.,1,Fast paced environment and can learn a lot of new things.,maybank,,former,Exec,Kuala Lumpur,5,1,,0,0,0,0,0,5 December 2025,Fast paced environment,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
7,Fast paced environment and can learn a lot of new things. Pleasent people to work with. Great benefits and perks. Moderate level of work and life balance.,2,Pleasent people to work with.,maybank,,former,Exec,Kuala Lumpur,5,1,,0,0,0,0,0,5 December 2025,Fast paced environment,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
7,Fast paced environment and can learn a lot of new things. Pleasent people to work with. Great benefits and perks. Moderate level of work and life balance.,3,Great benefits and perks.,maybank,,former,Exec,Kuala Lumpur,5,1,,0,0,0,0,0,5 December 2025,Fast paced environment,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
7,Fast paced environment and can learn a lot of new things. Pleasent people to work with. Great benefits and perks. Moderate level of work and life balance.,4,Moderate level of work and life balance.,maybank,,former,Exec,Kuala Lumpur,5,1,,0,0,0,0,0,5 December 2025,Fast paced environment,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
8,"Not to say that all departments are like this but majority of leaders who has been with the bank >10years will have mentality like this. My advise is to ask a lot of questions during your interview so you can judge whether it is a good fit for you. Other than that, good benefits and bonus 😬",1,Not to say that all departments are like this but majority of leaders who has been with the bank >10years will have mentality like this.,maybank,,former,Project Manager,Kuala Lumpur,2,1,,0,0,0,0,0,2 December 2025,Traditional & change-averse company,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
8,"Not to say that all departments are like this but majority of leaders who has been with the bank >10years will have mentality like this. My advise is to ask a lot of questions during your interview so you can judge whether it is a good fit for you. Other than that, good benefits and bonus 😬",2,My advise is to ask a lot of questions during your interview so you can judge whether it is a good fit for you.,maybank,,former,Project Manager,Kuala Lumpur,2,1,,0,0,0,0,0,2 December 2025,Traditional & change-averse company,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
8,"Not to say that all departments are like this but majority of leaders who has been with the bank >10years will have mentality like this. My advise is to ask a lot of questions during your interview so you can judge whether it is a good fit for you. Other than that, good benefits and bonus 😬",3,"Other than that, good benefits and bonus",maybank,,former,Project Manager,Kuala Lumpur,2,1,,0,0,0,0,0,2 December 2025,Traditional & change-averse company,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
9,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth. The team is friendly, approachable, and always willing to help when needed. I appreciate the collaborative culture, where ideas are welcomed and everyone’s input is valued. The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements. The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues. The work processes are quite organized, which helps in managing tasks efficiently. While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",1,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth.",Public-Bank-Berhad,,former,Senior Executive,Kuala Lumpur,5,1,,0,0,0,0,0,17 November 2025,Fun workplace,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
9,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth. The team is friendly, approachable, and always willing to help when needed. I appreciate the collaborative culture, where ideas are welcomed and everyone’s input is valued. The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements. The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues. The work processes are quite organized, which helps in managing tasks efficiently. While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",2,"The team is friendly, approachable, and always willing to help when needed.",Public-Bank-Berhad,,former,Senior Executive,Kuala Lumpur,5,1,,0,0,0,0,0,17 November 2025,Fun workplace,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
9,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth. The team is friendly, approachable, and always willing to help when needed. I appreciate the collaborative culture, where ideas are welcomed and everyone’s input is valued. The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements. The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues. The work processes are quite organized, which helps in managing tasks efficiently. While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",3,"I appreciate the collaborative culture, where ideas are welcomed and everyone’s input is valued.",Public-Bank-Berhad,,former,Senior Executive,Kuala Lumpur,5,1,,0,0,0,0,0,17 November 2025,Fun workplace,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
9,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth. The team is friendly, approachable, and always willing to help when needed. I appreciate the collaborative culture, where ideas are welcomed and everyone’s input is valued. The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements. The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues. The work processes are quite organized, which helps in managing tasks efficiently. While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",4,"The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements.",Public-Bank-Berhad,,former,Senior Executive,Kuala Lumpur,5,1,,0,0,0,0,0,17 November 2025,Fun workplace,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
9,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth. The team is friendly, approachable, and always willing to help when needed. I appreciate the collaborative culture, where ideas are welcomed and everyone’s input is valued. The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements. The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues. The work processes are quite organized, which helps in managing tasks efficiently. While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",5,"The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues.",Public-Bank-Berhad,,former,Senior Executive,Kuala Lumpur,5,1,,0,0,0,0,0,17 November 2025,Fun workplace,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
9,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth. The team is friendly, approachable, and always willing to help when needed. I appreciate the collaborative culture, where ideas are welcomed and everyone’s input is valued. The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements. The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues. The work processes are quite organized, which helps in managing tasks efficiently. While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",6,"The work processes are quite organized, which helps in managing tasks efficiently.",Public-Bank-Berhad,,former,Senior Executive,Kuala Lumpur,5,1,,0,0,0,0,0,17 November 2025,Fun workplace,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
9,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth. The team is friendly, approachable, and always willing to help when needed. I appreciate the collaborative culture, where ideas are welcomed and everyone’s input is valued. The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements. The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues. The work processes are quite organized, which helps in managing tasks efficiently. While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",7,"While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",Public-Bank-Berhad,,former,Senior Executive,Kuala Lumpur,5,1,,0,0,0,0,0,17 November 2025,Fun workplace,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
10,"My internship at Maybank was an incredibly valuable experience. I learned how a leading financial institution operates and gained hands-on exposure to real banking tasks. The team was supportive and always willing to guide me, which helped me develop both technical and communication skills. I was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management. The working environment was professional yet friendly, making it easy to adapt and learn. Overall, my internship at Maybank gave me a strong foundation and clearer understanding of the banking industry.",1,My internship at Maybank was an incredibly valuable experience.,maybank,,former,Intern,Pahang,5,1,,0,0,0,0,0,11 November 2025,Fun,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
10,"My internship at Maybank was an incredibly valuable experience. I learned how a leading financial institution operates and gained hands-on exposure to real banking tasks. The team was supportive and always willing to guide me, which helped me develop both technical and communication skills. I was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management. The working environment was professional yet friendly, making it easy to adapt and learn. Overall, my internship at Maybank gave me a strong foundation and clearer understanding of the banking industry.",2,I learned how a leading financial institution operates and gained hands-on exposure to real banking tasks.,maybank,,former,Intern,Pahang,5,1,,0,0,0,0,0,11 November 2025,Fun,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
10,"My internship at Maybank was an incredibly valuable experience. I learned how a leading financial institution operates and gained hands-on exposure to real banking tasks. The team was supportive and always willing to guide me, which helped me develop both technical and communication skills. I was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management. The working environment was professional yet friendly, making it easy to adapt and learn. Overall, my internship at Maybank gave me a strong foundation and clearer understanding of the banking industry.",3,"The team was supportive and always willing to guide me, which helped me develop both technical and communication skills.",maybank,,former,Intern,Pahang,5,1,,0,0,0,0,0,11 November 2025,Fun,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
10,"My internship at Maybank was an incredibly valuable experience. I learned how a leading financial institution operates and gained hands-on exposure to real banking tasks. The team was supportive and always willing to guide me, which helped me develop both technical and communication skills. I was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management. The working environment was professional yet friendly, making it easy to adapt and learn. Overall, my internship at Maybank gave me a strong foundation and clearer understanding of the banking industry.",4,"I was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management.",maybank,,former,Intern,Pahang,5,1,,0,0,0,0,0,11 November 2025,Fun,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
10,"My internship at Maybank was an incredibly valuable experience. I learned how a leading financial institution operates and gained hands-on exposure to real banking tasks. The team was supportive and always willing to guide me, which helped me develop both technical and communication skills. I was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management. The working environment was professional yet friendly, making it easy to adapt and learn. Overall, my internship at Maybank gave me a strong foundation and clearer understanding of the banking industry.",5,"The working environment was professional yet friendly, making it easy to adapt and learn.",maybank,,former,Intern,Pahang,5,1,,0,0,0,0,0,11 November 2025,Fun,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
10,"My internship at Maybank was an incredibly valuable experience. I learned how a leading financial institution operates and gained hands-on exposure to real banking tasks. The team was supportive and always willing to guide me, which helped me develop both technical and communication skills. I was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management. The working environment was professional yet friendly, making it easy to adapt and learn. Overall, my internship at Maybank gave me a strong foundation and clearer understanding of the banking industry.",6,"Overall, my internship at Maybank gave me a strong foundation and clearer understanding of the banking industry.",maybank,,former,Intern,Pahang,5,1,,0,0,0,0,0,11 November 2025,Fun,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews,0
11,"Good environment for fresh geas. Learn a lot from the seniors & no politics in the office as well. Everyone so kind, though workloads might be heavier for senior exec, but yeah. As entry level, this is a good starter.",1,Good environment for fresh geas.,Cimb-Group,,former,,,5,1,,0,0,0,0,0,30 October 2025,Productive and fun workplace,https://malaysia.indeed.com/cmp/Cimb-Group/reviews,0
11,"Good environment for fresh geas. Learn a lot from the seniors & no politics in the office as well. Everyone so kind, though workloads might be heavier for senior exec, but yeah. As entry level, this is a good starter.",2,Learn a lot from the seniors & no politics in the office as well.,Cimb-Group,,former,,,5,1,,0,0,0,0,0,30 October 2025,Productive and fun workplace,https://malaysia.indeed.com/cmp/Cimb-Group/reviews,0
11,"Good environment for fresh geas. Learn a lot from the seniors & no politics in the office as well. Everyone so kind, though workloads might be heavier for senior exec, but yeah. As entry level, this is a good starter.",3,"Everyone so kind, though workloads might be heavier for senior exec, but yeah.",Cimb-Group,,former,,,5,1,,0,0,0,0,0,30 October 2025,Productive and fun workplace,https://malaysia.indeed.com/cmp/Cimb-Group/reviews,0
11,"Good environment for fresh geas. Learn a lot from the seniors & no politics in the office as well. Everyone so kind, though workloads might be heavier for senior exec, but yeah. As entry level, this is a good starter.",4,"As entry level, this is a good starter.",Cimb-Group,,former,,,5,1,,0,0,0,0,0,30 October 2025,Productive and fun workplace,https://malaysia.indeed.com/cmp/Cimb-Group/reviews,0
12,Good salary and bonuses Alot of annual leaves Average for benefits Stress depends on department Good environment and can learn alot Overall good for starting career here,1,Good salary and bonuses Alot of annual leaves Average for benefits Stress depends on department Good environment and can learn alot Overall good for starting career here,Public-Bank-Berhad,,current,Trade Finance,Kuala Lumpur,4,1,,0,0,0,0,0,29 October 2025,Good for beginners,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews,0
13,"good working environment but slow pace. many approval structure , compliances and hierarch to meet. very tedious job . But the people is fun and willing to share the experiences.",1,good working environment but slow pace.,RHB Bank Berhad,,former,sales,Kuala Lumpur,2,1,,0,0,0,0,0,28 October 2025,fun to work with,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
13,"good working environment but slow pace. many approval structure , compliances and hierarch to meet. very tedious job . But the people is fun and willing to share the experiences.",2,"many approval structure , compliances and hierarch to meet.",RHB Bank Berhad,,former,sales,Kuala Lumpur,2,1,,0,0,0,0,0,28 October 2025,fun to work with,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
13,"good working environment but slow pace. many approval structure , compliances and hierarch to meet. very tedious job . But the people is fun and willing to share the experiences.",3,very tedious job .,RHB Bank Berhad,,former,sales,Kuala Lumpur,2,1,,0,0,0,0,0,28 October 2025,fun to work with,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
13,"good working environment but slow pace. many approval structure , compliances and hierarch to meet. very tedious job . But the people is fun and willing to share the experiences.",4,But the people is fun and willing to share the experiences.,RHB Bank Berhad,,former,sales,Kuala Lumpur,2,1,,0,0,0,0,0,28 October 2025,fun to work with,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
14,"What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning.",1,What is the best part of working at the company?,RHB Bank Berhad,,former,PERSONAL BANKER,Johor Bahru,5,1,,0,0,0,0,0,23 October 2025,Enjoyable,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
14,"What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning.",2,The best part of working at RHB was the supportive work environment and strong teamwork among colleagues.,RHB Bank Berhad,,former,PERSONAL BANKER,Johor Bahru,5,1,,0,0,0,0,0,23 October 2025,Enjoyable,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
14,"What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning.",3,"The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career.",RHB Bank Berhad,,former,PERSONAL BANKER,Johor Bahru,5,1,,0,0,0,0,0,23 October 2025,Enjoyable,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
14,"What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning.",4,What is the most stressful part about working at the company?,RHB Bank Berhad,,former,PERSONAL BANKER,Johor Bahru,5,1,,0,0,0,0,0,23 October 2025,Enjoyable,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
14,"What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning.",5,"As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable.",RHB Bank Berhad,,former,PERSONAL BANKER,Johor Bahru,5,1,,0,0,0,0,0,23 October 2025,Enjoyable,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
14,"What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning.",6,The challenges helped me build resilience and improve my time management skills.,RHB Bank Berhad,,former,PERSONAL BANKER,Johor Bahru,5,1,,0,0,0,0,0,23 October 2025,Enjoyable,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews,0
